Emotion,Round,Condition,Location,Mean_Pressure,Max_Pressure,Pressure_Variance,Pressure_Gradient,Median_Force,Contact_Area,Rate_of_Pressure_Change,Pressure_Std,Num_Touches,Max_Touch_Duration,Min_Touch_Duration,Mean_Touch_Duration,Estimated_Sampling_Rate,Max_Touch_Area,PN
Happiness,round1,torso,torso,20.234123093742134,106.71658604319424,414.6030764661879,0.186157943376254,11.627343289888536,8.56842105263158,0.186157943376254,20.361804351927848,8,2.4563106796116507,0.0355987055016181,0.8766181229773463,28.09090909090909,22,03
Gratitude,round2,torso,torso,29.465301878836925,94.8326786479237,637.4330502753909,0.1703494004572025,17.648540049891515,22.996503496503497,0.1703494004572025,25.24743650898821,1,9.739938080495357,9.739938080495357,9.739938080495357,29.363636363636363,35,03
Comfort,round1,torso,torso,18.429378687846427,89.17777630282089,253.2949824914291,0.1677823643950667,12.565801647822544,9.708695652173914,0.1677823643950667,15.915243714484207,6,5.42948717948718,0.0352564102564102,1.363247863247863,28.363636363636363,17,03
attention,round2,torso,torso,18.432513239688475,103.79682837287712,317.0464969044056,0.1553382932474757,11.162215332791709,2.7911392405063293,0.1553382932474757,17.805799530052155,17,1.3453237410071943,0.039568345323741,0.4073212018620398,25.272727272727277,7,03
Comfort,round3,torso,torso,17.264421815408788,58.73147865230245,139.14090122720376,0.1555946575553791,13.157606373875424,9.610687022900764,0.1555946575553791,11.795800152054278,2,6.458715596330276,2.388379204892966,4.423547400611621,29.727272727272727,16,03
Gratitude,round3,torso,torso,9.70867892940719,69.5219217257285,62.24608822313314,0.1693415852395686,6.986514913970035,4.258503401360544,0.1693415852395686,7.889619016348834,5,3.7852941176470583,0.0323529411764705,1.0223529411764705,30.90909090909091,12,31
Sadness,round3,torso,torso,6.47081375080488,11.169019272237062,1.7685310306423294,0.1665328199867218,6.102793699483451,1,0.1665328199867218,1.32986128248112,5,0.0509259259259259,0.0254629629629629,0.0356481481481481,39.27272727272727,1,31
attention,round3,torso,torso,8.816904411394354,71.93415627669683,66.62703897282492,0.1726409239327331,6.182712928113466,1.0909090909090908,0.1726409239327331,8.162538757814565,11,0.2291666666666666,0.0381944444444444,0.0937499999999999,26.181818181818183,2,31
Empathy,round2,torso,torso,8.00208724334041,32.7267867432804,15.880911788182203,0.1781415239569598,6.563263177285572,2.547169811320755,0.1781415239569598,3.985086170734857,8,3.424908424908425,0.0402930402930402,0.5691391941391941,24.818181818181817,7,31
Sadness,round1,torso,torso,10.625633513036684,45.88841314820355,54.27948721310861,0.1876452358342349,7.749576978713502,2.0476190476190474,0.1876452358342349,7.367461381853902,7,1.425101214574899,0.0445344129554655,0.438982070561018,22.454545454545453,5,31
Love,round2,torso,torso,7.160566564940356,16.077124186285385,3.751075771770668,0.1667902615870924,6.525977665778964,1.0769230769230769,0.1667902615870924,1.936769416262728,27,0.7096774193548386,0.0295698924731182,0.1270410195141378,33.81818181818182,2,31
Comfort,round2,torso,torso,6.383342278799062,16.111971134872075,2.036312936748048,0.1706194118986279,5.923632516445587,1,0.1706194118986279,1.4269943716595548,4,0.237410071942446,0.026378896882494,0.079136690647482,37.90909090909091,1,31
attention,round1,torso,torso,9.40672705980068,71.49307632536888,77.02505443579372,0.177236614724961,6.522906591315395,1.6538461538461535,0.177236614724961,8.776391880254307,9,0.2135922330097087,0.0355987055016181,0.1226177633944624,28.09090909090909,4,31
Gratitude,round1,torso,torso,18.55643378473793,99.1911986785496,476.99522320351446,0.1759956753080311,8.569910636357822,5.114754098360656,0.1759956753080311,21.840220310324582,9,3.753378378378378,0.0371621621621621,0.5367867867867867,26.90909090909091,8,31
Love,round3,torso,torso,12.79369917899111,47.81792458050872,84.43390404973285,0.1746341205941077,8.536833311680189,3.684931506849315,0.1746341205941077,9.188792306376984,9,1.5572289156626504,0.0331325301204819,0.2945113788487282,30.181818181818183,7,31
Anger,round1,torso,torso,10.722187424594573,63.22987626860292,93.75934113052288,0.1766250904628633,6.963086841075134,3.1666666666666665,0.1766250904628633,9.68294072740936,6,0.1713395638629283,0.0342679127725856,0.1085150571131879,29.181818181818183,11,31
Happiness,round2,torso,torso,6.2982114908345626,12.279212830132105,1.6852532342224935,0.1752135741195703,5.916849679489653,1,0.1752135741195703,1.2981730370880815,5,0.1003039513677811,0.033434650455927,0.0601823708206686,29.90909090909091,1,31
Anger,round2,torso,torso,10.119087828023536,58.37845604782453,72.13260987775703,0.1873806581549068,6.713687074166431,2.5,0.1873806581549068,8.493091891517308,8,0.2091254752851711,0.0418250950570342,0.1202471482889733,23.90909090909091,8,31
Anger,round3,torso,torso,12.967371847273077,68.50250234087798,125.97496588657144,0.1882347576903124,7.975941443711144,2.677419354838709,0.1882347576903124,11.223856996887095,9,0.2650602409638554,0.0441767068273092,0.1619812583668005,22.63636363636364,9,31
Happiness,round3,torso,torso,6.456642108385425,19.065619406029437,3.217465254421567,0.1807356615170949,5.857565334358302,1,0.1807356615170949,1.7937294262016128,11,0.2135922330097087,0.0355987055016181,0.0614886731391585,28.09090909090909,1,31
Comfort,round3,torso,torso,6.204832414497722,12.647481616529976,1.7308449132678192,0.1714590062046478,5.778314953521708,1,0.1714590062046478,1.3156157924211078,4,0.1037735849056603,0.0345911949685534,0.0518867924528301,28.90909090909091,1,31
Comfort,round1,torso,torso,5.963449596576876,10.415032726153475,0.9440597147254394,0.1657711546158125,5.622771240243262,0,0.1657711546158125,0.971627353837591,1,0.0295698924731182,0.0295698924731182,0.0295698924731182,33.81818181818182,0,31
Empathy,round1,torso,torso,7.163431267785059,13.068431763589569,3.278475051326359,0.1747022500525375,6.883415058826423,1,0.1747022500525375,1.8106559726591795,10,0.9918032786885244,0.0450819672131147,0.2344262295081966,22.181818181818183,1,31
Sadness,round2,torso,torso,7.388111154747999,25.574732903993464,6.5830339700580645,0.1699459452748811,6.657568560268562,1.6666666666666667,0.1699459452748811,2.5657423818571625,14,0.3548387096774194,0.032258064516129,0.1059907834101382,31,4,31
Love,round1,torso,torso,8.949299363833227,50.27126453962328,36.50575482893689,0.1672257661202077,6.777844425792431,1.3636363636363635,0.1672257661202077,6.041999241057291,15,0.4117647058823529,0.0294117647058823,0.1784313725490195,34,3,31
attention,round2,torso,torso,7.52374751401111,56.67113934342176,27.06745535364268,0.176283303282487,6.151675557147965,1.1428571428571428,0.176283303282487,5.202639268067957,10,0.1751592356687898,0.0350318471337579,0.0770700636942675,28.545454545454547,2,31
Gratitude,round2,torso,torso,7.690415795982266,21.788266269383637,8.330030683854075,0.1745560729296068,6.637667925378797,1.6756756756756757,0.1745560729296068,2.886179253590129,11,1.5068493150684932,0.0376712328767123,0.2876712328767123,26.545454545454547,4,31
Empathy,round3,torso,torso,10.849326061603186,45.95872267790962,56.64371524259373,0.1749332373589012,7.585523282920496,5.865168539325842,0.1749332373589012,7.526201913488219,5,2.431159420289855,0.0398550724637681,0.7971014492753623,25.09090909090909,16,31
Happiness,round1,torso,torso,6.2080725582499054,14.022786656763412,1.5741483400430525,0.1826662691728007,5.793263721301903,1,0.1826662691728007,1.2546506844708023,2,0.0604395604395604,0.0302197802197802,0.0453296703296703,33.09090909090909,1,31
Gratitude,round3,torso,torso,5.985627471338408,9.241026558694536,1.0144819607372637,0.1627277012939576,5.683067254382342,0,0.1627277012939576,1.007214952598135,0,0,0,0,29.272727272727277,0,04
Love,round3,torso,torso,6.191199434695077,13.266372898105406,2.248055532252964,0.1658518224486709,5.657883879321705,1,0.1658518224486709,1.499351703988415,2,0.0735785953177257,0.0735785953177257,0.0735785953177257,27.181818181818183,1,04
Comfort,round3,torso,torso,5.984349415042417,10.591868610949136,1.228111813631838,0.1774527147398888,5.590734196679015,0,0.1774527147398888,1.1082020635388827,2,0.0438247011952191,0.0438247011952191,0.0438247011952191,22.818181818181817,0,04
attention,round3,torso,torso,6.344315076294069,11.949274224973824,1.7341613214114215,0.1653856204334277,5.864141558426569,1,0.1653856204334277,1.3168755907113707,2,0.0348101265822784,0.0348101265822784,0.0348101265822784,28.727272727272727,1,04
Comfort,round1,torso,torso,6.23467948122737,10.285879573504989,1.3945401400857635,0.167554752790963,5.810145770066553,0,0.167554752790963,1.1809064908305669,2,0.0365448504983388,0.0365448504983388,0.0365448504983388,27.363636363636363,0,04
attention,round1,torso,torso,6.179712033516971,10.091886617506402,1.350563589184504,0.1653403387974669,5.754673266871011,0,0.1653403387974669,1.1621375087245502,2,0.032069970845481,0.032069970845481,0.032069970845481,31.181818181818183,0,04
Love,round2,torso,torso,6.0586766753576216,10.732339739886193,1.1370219991581485,0.1657285910485547,5.732452498197408,0,0.1657285910485547,1.0663123365872442,2,0.0326409495548961,0.0326409495548961,0.0326409495548961,30.63636363636364,0,04
Sadness,round2,torso,torso,6.087408514426467,11.373707958719942,1.5144384846520291,0.1662071542879874,5.664297780149678,1,0.1662071542879874,1.2306252413517405,3,0.0359477124183006,0.0359477124183006,0.0359477124183006,27.818181818181817,1,04
Empathy,round1,torso,torso,5.775859222041548,9.890100307061806,0.8375736934195084,0.1683543923559878,5.431818278108047,0,0.1683543923559878,0.9151905230166604,0,0,0,0,27.09090909090909,0,04
Happiness,round2,torso,torso,6.406672397861576,12.029163466622023,1.935897583870695,0.185600343703821,5.953537682587719,1,0.185600343703821,1.391365366778509,2,0.2907488986784141,0.0969162995594713,0.1938325991189427,20.63636363636364,1,04
Empathy,round3,torso,torso,5.85658030430486,12.344678262485298,1.288981764191299,0.1613598475797563,5.472297221787093,1,0.1613598475797563,1.1353333273498576,1,0.0585106382978723,0.0585106382978723,0.0585106382978723,34.18181818181818,1,04
Gratitude,round1,torso,torso,6.294913784607116,11.241774034899022,1.779514353740659,0.1659503634711483,5.817886456586868,1,0.1659503634711483,1.3339843903661912,3,0.0681114551083591,0.0340557275541795,0.045407636738906,29.363636363636363,1,04
Sadness,round3,torso,torso,6.054180812082294,12.26939220753992,1.2043745830083628,0.1707150557916528,5.779270055294071,1,0.1707150557916528,1.0974400133986195,1,0.0316091954022988,0.0316091954022988,0.0316091954022988,31.63636363636364,1,04
Happiness,round3,torso,torso,6.502230345204703,14.371872875518577,2.238401751955905,0.1726261728274306,6.024178930861131,1,0.1726261728274306,1.4961289222376208,5,0.1111111111111111,0.037037037037037,0.0592592592592592,27,1,04
Sadness,round1,torso,torso,6.445175032410299,10.10914573573548,1.48100802683907,0.1773002969097975,6.02925143723748,0,0.1773002969097975,1.2169667320182052,1,0.0415094339622641,0.0415094339622641,0.0415094339622641,24.09090909090909,0,04
Empathy,round2,torso,torso,6.385320746765349,14.40047026987234,2.108659676826796,0.1642892087490056,5.903700326935044,1,0.1642892087490056,1.4521224730809712,4,0.0614525139664804,0.0307262569832402,0.0384078212290502,32.54545454545455,1,04
Love,round1,torso,torso,6.386809674519706,13.969870688281173,2.1269236490171064,0.1846813828589749,5.914945125843639,1,0.1846813828589749,1.4583976306265405,3,0.0890688259109311,0.0445344129554655,0.0593792172739541,22.454545454545453,1,04
attention,round2,torso,torso,6.487578736431628,12.938100917794232,2.5789730669130817,0.1765058276721458,5.767121073564038,1,0.1765058276721458,1.605918138297554,3,0.1654135338345864,0.0413533834586466,0.0827067669172932,24.181818181818183,1,04
Comfort,round2,torso,torso,6.229394112105202,9.968570348136929,1.131074292663696,0.1723884804953916,5.932423644049678,0,0.1723884804953916,1.0635197659957694,0,0,0,0,23.545454545454547,0,04
Happiness,round1,torso,torso,5.959414958089621,9.39704689379928,1.0923178955031043,0.162322854963625,5.576721660805664,0,0.162322854963625,1.045140131993363,0,0,0,0,26.181818181818183,0,04
Anger,round1,torso,torso,6.076143670318147,11.999631649587386,1.7236581086199907,0.1706779449412943,5.602614707593477,1,0.1706779449412943,1.3128816049514864,1,0.0920502092050209,0.0460251046025104,0.0690376569037656,21.727272727272727,1,04
Anger,round2,torso,torso,5.870009950953423,9.589248665201945,0.7003114146041309,0.1628418854512121,5.601643962419098,0,0.1628418854512121,0.8368461116621926,0,0,0,0,28.63636363636364,0,04
Anger,round3,torso,torso,6.320954699630985,14.643911514454803,1.7971110808750703,0.1693653325424901,6.014081708530073,1,0.1693653325424901,1.3405637175737193,4,0.0619718309859154,0.0309859154929577,0.0464788732394366,32.27272727272727,1,04
Gratitude,round2,torso,torso,6.416063357855813,14.82094610197981,2.303483840949564,0.1816014925584918,5.947303329192339,1,0.1816014925584918,1.517723242541131,7,0.078853046594982,0.039426523297491,0.0450588837685611,25.363636363636363,1,04
Happiness,round2,torso,torso,7.661955170162717,26.22642250080012,10.074446538997272,0.192715906347457,6.399290555558689,3,0.192715906347457,3.174026864882727,8,2.4,0.05,0.4562499999999999,20,5,25
Sadness,round2,torso,torso,6.505932895635116,13.796704864160152,1.991411026845599,0.1687716183511674,6.156921494972758,1,0.1687716183511674,1.4111736345487746,8,0.2037037037037037,0.0407407407407407,0.0712962962962962,24.545454545454547,1,25
Empathy,round1,torso,torso,12.506287383907097,110.26677993561202,204.93612923413005,0.1690260325620347,7.152160135402175,3.333333333333333,0.1690260325620347,14.315590425620943,6,0.2937685459940652,0.0326409495548961,0.1632047477744807,30.63636363636364,11,25
Gratitude,round1,torso,torso,6.847777127233421,16.015353106483552,3.3306247176931136,0.1693651264358697,6.2696253776367294,1,0.1693651264358697,1.824999922655646,8,0.141025641025641,0.0352564102564102,0.079326923076923,28.363636363636363,1,25
attention,round1,torso,torso,11.880417341813429,70.88201305003108,153.61549167476397,0.1709840767676622,6.542483331234481,3.4,0.1709840767676622,12.394171681672155,6,0.2382671480144404,0.03971119133574,0.1125150421179301,25.181818181818183,8,25
Empathy,round3,torso,torso,11.388900515799806,73.28549259428405,130.96168850617536,0.1629825834807247,6.834211347432147,2.833333333333333,0.1629825834807247,11.443849374497,10,0.2478873239436619,0.0309859154929577,0.1301408450704225,32.27272727272727,8,25
Comfort,round3,torso,torso,7.511900173308777,16.480643538889133,4.184282731637229,0.1674799979632563,7.041389631682894,1.3076923076923077,0.1674799979632563,2.04555193814218,10,0.5374592833876222,0.0358306188925081,0.1325732899022801,27.90909090909091,2,25
attention,round3,torso,torso,14.424433500657605,76.71585216058227,143.40124332097318,0.1844602698065849,9.055137483484858,2.811320754716981,0.1844602698065849,11.975025817131804,11,0.4474576271186441,0.0372881355932203,0.1898305084745762,26.818181818181817,9,25
Love,round1,torso,torso,7.150484355457642,15.550373032397165,3.6470952641495713,0.1656213124583515,6.574101785172358,1.0294117647058822,0.1656213124583515,1.9097369620315705,20,0.2877906976744186,0.0319767441860465,0.1039244186046511,31.272727272727277,2,25
Comfort,round1,torso,torso,6.680272414894312,16.64901149285206,4.915518942200169,0.1696934679858643,5.880315108851074,1,0.1696934679858643,2.217096962742083,2,0.2838709677419355,0.1419354838709677,0.2129032258064516,28.181818181818183,1,25
Gratitude,round3,torso,torso,6.618930365159459,16.178642324843477,2.709584916586893,0.1578643201602255,6.154316980691398,1,0.1578643201602255,1.6460816858791951,5,0.1353846153846153,0.0338461538461538,0.088,29.545454545454547,1,25
Happiness,round1,torso,torso,7.517001396773693,25.12954529400094,12.59786385770424,0.1845494980390619,6.331204344853329,2.433333333333333,0.1845494980390619,3.5493469621472964,5,0.7916666666666666,0.0416666666666666,0.2916666666666666,24,5,25
Comfort,round2,torso,torso,7.412495281655111,21.174538516917195,9.463929403234928,0.171002891237094,6.336637473524153,1.9655172413793105,0.171002891237094,3.07635001312187,5,0.9295774647887324,0.0387323943661971,0.2943661971830986,25.818181818181817,3,25
Gratitude,round2,torso,torso,6.439517332994326,14.353722647596369,2.324108839284345,0.1793153083302289,6.003795657698147,1.4444444444444444,0.1793153083302289,1.5245028170798325,6,0.5773480662983426,0.0303867403314917,0.141804788213628,32.90909090909091,2,25
attention,round2,torso,torso,12.38031238689161,89.74597789451946,215.47270665950305,0.1757102596486273,6.8932243125710375,3.55,0.1757102596486273,14.6789886116007,6,0.4731182795698925,0.039426523297491,0.1511350059737156,25.363636363636363,8,25
Love,round2,torso,torso,6.720345412783647,13.779243107923415,2.203472548549931,0.1593889278683,6.306561008229028,1,0.1593889278683,1.484409831734461,5,0.2875816993464052,0.0359477124183006,0.1006535947712418,27.818181818181817,1,25
Anger,round2,torso,torso,7.568323204052825,45.98870521597682,17.547975270614426,0.1679348845915994,6.099316413948184,4.142857142857143,0.1679348845915994,4.189030349688866,5,0.1864406779661017,0.0372881355932203,0.0894915254237288,26.818181818181817,8,25
Anger,round3,torso,torso,13.726722340334309,101.77656514030136,267.63902304484265,0.1779069138862643,6.760081033371863,3.9565217391304346,0.1779069138862643,16.359676740230615,5,0.2981927710843373,0.0331325301204819,0.1656626506024096,30.181818181818183,7,25
Sadness,round3,torso,torso,13.31048904502893,71.37683672762105,112.7319242391115,0.1639573407500506,8.511209204799778,6,0.1639573407500506,10.617529102343516,3,2.114114114114114,0.033033033033033,0.7267267267267267,30.272727272727277,8,25
Anger,round1,torso,torso,12.879628017242222,65.1695247326439,112.16129300047426,0.1794529313346814,8.254353234528512,5.5,0.1794529313346814,10.590622880665435,6,0.264,0.044,0.2053333333333333,22.727272727272727,11,25
Happiness,round3,torso,torso,10.086573889034971,67.35511124034832,90.26161763617152,0.1722299839352352,6.965147145624624,2.921052631578948,0.1722299839352352,9.500611434858891,7,0.5659163987138264,0.0707395498392283,0.2122186495176848,28.272727272727277,8,25
Sadness,round1,torso,torso,8.246186341071509,24.491098740655445,20.759127764142143,0.1670518463080937,6.367791957738651,1.75,0.1670518463080937,4.556218581690539,3,0.7916666666666666,0.0416666666666666,0.2916666666666666,24,3,25
Love,round3,torso,torso,10.126313323802083,36.095403237772985,23.66046986023356,0.1707870779780513,8.630835272279501,5.59,0.1707870779780513,4.864202900808473,9,5.234939759036144,0.0331325301204819,0.754685408299866,30.181818181818183,10,25
Empathy,round2,torso,torso,7.801385683319703,28.072545986415086,13.95033413634996,0.1642106210124961,6.585366508987242,1.8571428571428568,0.1642106210124961,3.735014609924566,12,0.34375,0.03125,0.1015625,32,4,25
Sadness,round3,torso,torso,27.444893827451672,109.07526747400878,725.6865195155283,0.1854236917529176,14.542296221095569,16.673640167364017,0.1854236917529176,26.938569366533336,1,9.295774647887324,9.295774647887324,9.295774647887324,25.818181818181817,20,17
Gratitude,round3,torso,torso,13.250580714273738,80.43355987936225,141.28196950268674,0.1673988846926175,8.615430687072543,5.212765957446808,0.1673988846926175,11.8862092149973,6,3.71031746031746,0.0436507936507936,1.4113756613756614,22.90909090909091,10,17
attention,round3,torso,torso,11.827885825658692,89.87619316257279,108.0243341196904,0.1614649602726627,8.466837726204279,2.0476190476190474,0.1614649602726627,10.39347555535156,26,0.6698717948717949,0.0352564102564102,0.154585798816568,28.363636363636363,7,17
Empathy,round2,torso,torso,7.015630134791464,23.97013584020396,3.931849912527955,0.1506865911984899,6.563986824286676,1.2307692307692308,0.1506865911984899,1.9828892839813208,10,0.3333333333333333,0.0416666666666666,0.1916666666666666,24,2,17
Sadness,round1,torso,torso,31.13802986511148,123.6238664569057,1065.759161092089,0.1964663949804002,14.42938180835775,14.284,0.1964663949804002,32.64596699581878,1,9.54861111111111,9.54861111111111,9.54861111111111,26.181818181818183,18,17
Comfort,round2,torso,torso,8.871911069612395,68.25905976722379,20.461687282649414,0.1717496917869304,7.595486604485872,3.4722222222222223,0.1717496917869304,4.523459658563279,6,2.322222222222222,0.0407407407407407,0.5228395061728395,24.545454545454547,6,17
Love,round1,torso,torso,20.07044147230899,107.92759989784427,525.2056567220704,0.1995683408832606,8.399785136895067,11.890547263681592,0.1995683408832606,22.917365832967597,4,9.024489795918369,0.0448979591836734,2.289795918367347,22.272727272727277,15,17
attention,round1,torso,torso,12.53102120455322,82.79687646762244,123.29729867786271,0.1801370055364652,8.26388474846421,2.097560975609756,0.1801370055364652,11.10393167656676,19,0.8527131782945737,0.0426356589147286,0.2962056303549572,23.454545454545453,5,17
Gratitude,round1,torso,torso,11.392411767559617,93.13775220996529,80.06916927993022,0.1553305598970457,8.538724497157967,3.2808988764044944,0.1553305598970457,8.948137754858841,6,3.638783269961977,0.0418250950570342,1.2896070975918883,23.90909090909091,8,17
Happiness,round2,torso,torso,8.643784425082035,37.70241190572857,25.711564565277207,0.1624116363071402,6.965378498176694,1.9649122807017545,0.1624116363071402,5.070657212361846,11,1.1532258064516128,0.0887096774193548,0.3064516129032257,22.545454545454547,6,17
Happiness,round3,torso,torso,12.1524802328797,103.94971304694212,125.2613461048192,0.1665869313171727,8.143427978430982,4.435374149659864,0.1665869313171727,11.192021537900075,9,2.35973597359736,0.0363036303630363,0.6292629262926293,27.545454545454547,12,17
Comfort,round3,torso,torso,10.045681386531149,62.74893634028001,64.42575492554062,0.1638276214155687,7.531505919614432,2.0853658536585367,0.1638276214155687,8.026565574736221,14,1.0126984126984129,0.0349206349206349,0.246938775510204,28.63636363636364,4,17
Comfort,round1,torso,torso,8.00562227424624,28.305173066317646,12.112555508218072,0.1880872432652728,6.612949595085627,1.4622641509433962,0.1880872432652728,3.4803096856771343,8,3.0476190476190474,0.0476190476190476,0.6607142857142857,21,4,17
Love,round2,torso,torso,9.574832499895091,55.73079526178583,26.951048928796776,0.1705366711972565,7.703177898879188,4.834123222748815,0.1705366711972565,5.191439966791177,1,8.742537313432836,8.742537313432836,8.742537313432836,24.363636363636363,14,17
Empathy,round1,torso,torso,8.466937413477295,33.14575205087556,42.14186727632617,0.1444992774827461,6.178157898775122,1.0555555555555556,0.1444992774827461,6.491676769242764,6,2.9183673469387754,0.0448979591836734,0.5986394557823129,22.272727272727277,2,17
Sadness,round2,torso,torso,29.28058400240681,114.10324367111112,891.3232273007986,0.1851456411528874,15.13548925997084,15.658986175115208,0.1851456411528874,29.855036883259725,1,9.509960159362551,9.509960159362551,9.509960159362551,22.818181818181817,21,17
attention,round2,torso,torso,13.01118547525797,90.86417722723954,146.5646138185004,0.1782201704754219,8.607022795567705,2.582089552238806,0.1782201704754219,12.106387314905318,17,0.8538812785388128,0.0502283105022831,0.2186408810099382,19.90909090909091,9,17
Anger,round2,torso,torso,18.594590750698423,102.90621177882907,408.5439619928978,0.1657422291067179,10.054441482208444,6.2890625,0.1657422291067179,20.21247045744032,6,2.81496062992126,0.0433070866141732,0.9383202099737534,23.09090909090909,13,17
Gratitude,round2,torso,torso,18.194838497361506,81.84752912203098,170.439118933348,0.155102636362014,14.425649674639958,11.337164750957854,0.155102636362014,13.055233392526846,4,7.576158940397351,0.2185430463576159,2.3857615894039736,27.454545454545453,17,17
Love,round3,torso,torso,14.0751076073305,89.36610235240894,177.7170414999774,0.1776407895527174,9.308832154078312,10.042056074766355,0.1776407895527174,13.331055528350989,3,8.48913043478261,0.0398550724637681,2.8562801932367154,25.09090909090909,17,17
Anger,round3,torso,torso,22.68431759266164,115.21746346437308,624.0019934,0.1762814244751341,12.67201687077375,9.030534351145038,0.1762814244751341,24.98003189354249,7,1.886861313868613,0.1605839416058394,0.751303441084463,24.90909090909091,20,17
Empathy,round3,torso,torso,6.275918707384715,14.448739166739248,2.3625793132400097,0.1454191317641513,5.724190174259303,1.3333333333333333,0.1454191317641513,1.5370684152763043,4,0.1506849315068493,0.0376712328767123,0.0659246575342465,26.545454545454547,2,17
Happiness,round1,torso,torso,13.29036035103488,75.57435788746949,148.13808147336553,0.1873774191880119,8.757209404532357,5.923076923076923,0.1873774191880119,12.171198851114278,10,2.371747211895911,0.0408921933085501,0.5193308550185874,24.454545454545453,14,17
Anger,round1,torso,torso,15.140956646699584,94.9339477352595,215.14071418264223,0.1887618155794826,9.720733278821736,6.963414634146342,0.1887618155794826,14.667675827568669,7,0.7183673469387755,0.4040816326530612,0.5323615160349854,22.272727272727277,26,17
attention,round3,torso,torso,6.10610031295523,8.327051185668928,0.7308868168536891,0.1683896167603101,5.824047491673476,0,0.1683896167603101,0.854919187323392,0,0,0,0,27.181818181818183,0,19
Love,round3,torso,torso,6.22528728081585,11.274232097795162,1.7071989082672112,0.1686187460392243,5.646595438308484,1,0.1686187460392243,1.306598219908175,1,0.0426356589147286,0.0426356589147286,0.0426356589147286,23.454545454545453,1,19
Comfort,round2,torso,torso,5.826791452993249,10.263731562460578,0.8071715909253844,0.1653689256505871,5.595406838842808,0,0.1653689256505871,0.8984272875004322,1,0.0379310344827586,0.0379310344827586,0.0379310344827586,26.363636363636363,0,19
Gratitude,round3,torso,torso,6.236914429551479,9.760433114368787,1.2558339672604315,0.1727010443538189,5.843242732756774,0,0.1727010443538189,1.1206399811092016,0,0,0,0,26.363636363636363,0,19
Gratitude,round1,torso,torso,5.867010102989034,9.735941157420928,1.0313244431751662,0.1799422875644846,5.536883584148054,0,0.1799422875644846,1.015541453203741,0,0,0,0,24.90909090909091,0,19
Anger,round1,torso,torso,5.699456192391895,8.171037057427764,0.5234798031883244,0.1780773106761624,5.396724767623402,0,0.1780773106761624,0.7235190413446798,0,0,0,0,20.545454545454547,0,19
Happiness,round2,torso,torso,6.118492248072319,12.095944622778813,1.7028298232319157,0.1638982715797997,5.583986729180023,1,0.1638982715797997,1.304925217486395,2,0.0679012345679012,0.0339506172839506,0.0509259259259259,29.454545454545453,1,19
Empathy,round2,torso,torso,5.837247947001476,9.26157797855051,0.7264323700496568,0.1714956627444826,5.56846385703099,0,0.1714956627444826,0.8523100199162608,0,0,0,0,33.18181818181818,0,19
Sadness,round1,torso,torso,6.057752748696761,11.025272554405593,1.4422241000857263,0.1631563724032881,5.7263377178180415,1,0.1631563724032881,1.2009263508166212,2,0.0369127516778523,0.0369127516778523,0.0369127516778523,27.09090909090909,1,19
Anger,round2,torso,torso,5.77115269528531,7.84499679103474,0.5856720835943622,0.1782463510636319,5.513060480170536,0,0.1782463510636319,0.7652921557120276,0,0,0,0,22.272727272727277,0,19
Anger,round3,torso,torso,6.15541751424864,11.906482581363784,1.6090658642542055,0.1631528799539937,5.64912020190548,1,0.1631528799539937,1.2684895995845633,1,0.0599455040871934,0.0599455040871934,0.0599455040871934,33.36363636363637,1,19
Love,round2,torso,torso,5.919503484555997,8.107256210617837,0.673762556154337,0.1657489860546853,5.700788969125421,0,0.1657489860546853,0.8208304064508922,0,0,0,0,30.727272727272727,0,19
attention,round1,torso,torso,6.192192731465685,11.409962723669828,1.2869498136472746,0.1781177618974775,5.958523484316515,1,0.1781177618974775,1.1344381048110446,1,0.0468085106382978,0.0468085106382978,0.0468085106382978,21.363636363636363,1,19
Sadness,round3,torso,torso,6.485226229805524,13.533587728404443,3.137187931581436,0.1654425341599717,5.8238548437797055,1,0.1654425341599717,1.7712108659280057,4,0.0730897009966777,0.0365448504983388,0.0548172757475083,27.363636363636363,1,19
Love,round1,torso,torso,6.095472758171679,10.0400056848519,1.3743228459285726,0.1647989035488308,5.6645712685569,0,0.1647989035488308,1.1723151649315864,1,0.0347003154574132,0.0347003154574132,0.0347003154574132,28.818181818181817,0,19
Empathy,round3,torso,torso,5.990009403069211,10.27542701556899,1.154650938083856,0.1658308352402771,5.6171817953003504,0,0.1658308352402771,1.0745468524377408,2,0.0384615384615384,0.0384615384615384,0.0384615384615384,26,0,19
Empathy,round1,torso,torso,5.941233656377644,9.24846410677316,0.9337206491860324,0.1639087721153767,5.547772684785695,0,0.1639087721153767,0.9662922172852436,0,0,0,0,30.63636363636364,0,19
Happiness,round3,torso,torso,6.254696165053735,12.25394203000691,1.7064091822231302,0.1685925934312653,5.727836176284644,1,0.1685925934312653,1.3062959780322108,1,0.0702875399361022,0.0702875399361022,0.0702875399361022,28.454545454545453,1,19
Sadness,round2,torso,torso,6.011929324097864,10.34914518311269,1.7613174679632184,0.167900350280496,5.406106450972662,0,0.167900350280496,1.327146362675654,1,0.039568345323741,0.039568345323741,0.039568345323741,25.272727272727277,0,19
